ticker,name,exchange
ir,ingersoll-rand plc [ireland],nyse
irc,inland real estate corp.,nyse
irc-a,inland real estate corporation,nyse
ire,governor and company of the bank of,nyse
ire-b,investors real estate trust 7.9,nyse
iret,investors real estate trust,nyse
irf,international rectifier corp.,nyse
irl,irish investment fund,nyse
irm,iron mountain inc.,nyse
irr,ing risk managed natural resources fund,nyse
irs,irsa inversiones y representaciones s.a.,nyse
isd,prudential short duration high,nyse
isf,ing group n.v.,nyse
isg,ing group n.v.,nyse
ish,international shipholding corp.,nyse
ish-a,international shipholding copr,nyse
ish-b,international shipholding corp,nyse
isp,ing group n.v.,nyse
iss,isoftstone holdings,nyse
it,gartner,nyse
itc,itc holdings,nyse
itg,investment technology group,nyse
itt,itt industries,nyse
itub,itau unibanco banco holding sa,nyse
itw,illinois tool works inc.,nyse
ivc,invacare corp.,nyse
ivh,ivy high income opportunities,nyse
ivr,invesco mortgage capital inc,nyse
ivr-a,invesco mortgage capital inc.,nyse
ivz,invesco plc,nyse
ix,orix corp ads,nyse
jah,jarden corp.,nyse
jbi,lehman abs cp 7.857%,nyse
jbj,lehman abs corp.,nyse
jbk,lehman abs corp.,nyse
jbl,jabil circuit,nyse
jbn,select asset inc.,nyse
jbo,lehman abs corp.,nyse
jbr,select asset inc.,nyse
jbt,john bean technologies corp.,nyse
jce,nuveen core equity alpha fund,nyse
jci,johnson controls,nyse
jcp,j.c. penney company inc.,nyse
jdd,nuveen diversified dividend and,nyse
je,just energy group inc,nyse
jec,jacobs engineering group inc.,nyse
jeq,japan equity fund,nyse
jfc,jf china region fund,nyse
jfr,nuveen floating rate,nyse
jgg,nuveen global government enhanced,nyse
jgt,nuveen multi-currency short-term,nyse
jgv,nuveen global value opportunities fund,nyse
jhi,john hancock investors trust,nyse
jhp,nuveen quality preferred income fund 3,nyse
jhs,john hancock income securities trust,nyse
jhx,james hardie industries se,nyse
jks,jinkosolar holding company limited,nyse
jla,nuveen equity premium advantage fund,nyse
jll,jones lang lasalle inc.,nyse
jls,nuveen mortgage opportunity term fund,nyse
jmf,nuveen energy mlp total return fund,nyse
jmi,javelin mortgage investment co,nyse
jmp,jmp group inc,nyse
jmpb,jmp group inc.,nyse
jmt,nuven mortgage opportunity term fund 2,nyse
jnj,johnson & johnson,nyse
jnpr,juniper networks,nyse
jns,janus capital group inc,nyse
jny,jones group,nyse
joe,st. joe company,nyse
jof,japan smaller capitalization fund inc,nyse
jone,jones energy inc.,nyse
joy,joy global inc.,nyse
jpc,nuveen preferred and convertible,nyse
jpg,nuveen equity premium and growth fund,nyse
jpi,nuveen preferred and income term fund,nyse
jpm,j p morgan chase & co,nyse
jpm-a,jpmorgan chase & co.,nyse
jpm-c,jpmorgan chase capital xxix 6.7,nyse
jpm-d,jpmorgan chase & co.,nyse
jpm-i,jpmrgn pfd ser j,nyse
jpm.w,jpmorgan chase & co,nyse
jps,nuveen quality preferred 2,nyse
jpw,nuveen flexible investment inc,nyse
jpz,nuveen equity premium,nyse
jqc,nuveen preferred and convertible 2,nyse
jri,nuveen real asset income and gr,nyse
jrn,journal communications,nyse
jro,nuveen floating rate income opportuntiy,nyse
jsd,nuveen short duration credit o,nyse
jsn,nuveen equity premium opportunity,nyse
jta,nuveen tax-advantaged total return,nyse
jtd,nuveen tax-advantaged dividend growth,nyse
jtp,nuveen quality preferred,nyse
jw.a,john wiley sons cl a,nyse
jw.b,john wiley sons cl b,nyse
jwn,nordstrom,nyse
jzc,lehman abs corp.,nyse
jzj,lehman abs corp.,nyse
jzk,lehman abs corp.,nyse
jzl,lehman abs corp.,nyse
jzt,lehman abs corp,nyse
jzv,lehman abs corp.,nyse
k,kellogg company,nyse
kai,kadant inc,nyse
kamn,kaman corp.,nyse
kap,kcap financial inc.,nyse
kar,kar auction services inc,nyse
kb,kb financial group inc,nyse
kbh,kb home,nyse
kbr,kbr,nyse
kcc,lehman abs corp.,nyse
kcg,kcg holdings inc.,nyse
kdn,kaydon corp.,nyse
ked,kayne anderson energy development,nyse
kef,korea equity fund,nyse
keg,key energy services,nyse
kem,kemet corp.,nyse
kep,korea electric power corp.,nyse
kex,kirby corp.,nyse
key,keycorp,nyse
key-g,keycorp pfd ser a,nyse
kf,korea fund,nyse
kfh,kkr financial holdings llc,nyse
kfi,kkr financial holdings llc,nyse
kfn,kkr financial,nyse
kfn.p,kkr financial holdings llc pfd,nyse
kfs,kingsway financial services,nyse
kfy,korn/ferry international,nyse
kgc,kinross gold corp.,nyse
khi,scudder high income trust,nyse
kid,kid brands,nyse
kim,kimco realty corp.,nyse
kim-h,kimco realty corporation deposi,nyse
kim-i,kimco realty corporation deposi,nyse
kim-j,kimco realty corporation class,nyse
kim-k,kimco realty corporation class,nyse
kio,kkr income opportunities fund,nyse
kkd,krispy kreme doughnuts,nyse
kkr,kkr,nyse
kmb,kimberly-clark corp.,nyse
kmf,kayne anderson midstream energy fund,nyse
kmg,kmg chemicals,nyse
kmi,kinder morgan,nyse
kmi.w,kinder morgan inc. w/i,nyse
kmm,scudder multi-market income trust,nyse
kmp,kinder morgan energy partners l.p.,nyse
kmpr,unitrin,nyse
kmr,kinder morgan management llc,nyse
kmt,kennametal inc.,nyse
kmx,carmax inc,nyse
knd,kindred healthcare,nyse
knl,knoll,nyse
knm,konami corp.,nyse
knop,knot offshore partners lp commo,nyse
knx,knight transportation,nyse
ko,coca-cola company,nyse
kof,coca cola femsa s.a.b. de c.v.,nyse
kog,kodiak oil,nyse
kop,koppers holdings inc.,nyse
kors,michael kors holdings limited,nyse
kos,kosmos energy ltd.,nyse
kr,kroger company,nyse
kra,kraton performance polymers inc,nyse
krc,kilroy realty corp.,nyse
krc-g,kilroy realty corporation,nyse
krc-h,kilroy realty corporation,nyse
krg,kite realty group trust,nyse
krg-a,kite realty group trust,nyse
kro,kronos worldwide inc,nyse
ks,kapstone paper and packaging corp.,nyse
ksm,scudder strategic municiple income trust,nyse
kss,kohl's corp.,nyse
kst,scudder strategic income trust,nyse
ksu,kansas city southern,nyse
ksu.p,kansas cty sthn 4%,nyse
kt,korea telecom corp.,nyse
ktf,scudder municiple income trust,nyse
kth,lehman abs corp.,nyse
ktn,lehman abs corp.,nyse
ktp,lehman abs corp.,nyse
kw,kennedy-wilson holdings inc.,nyse
kwk,quicksilver resources inc.,nyse
kwn,kennedy-wilson holdings inc.,nyse
kwr,quaker chemical corp.,nyse
kye,kayne anderson energy total return fund,nyse
kyn,kayne anderson mlp investment company,nyse
kyn-e,kayne anderson mlp investment,nyse
kyn-f,kayne anderson mlp investment,nyse
kyo,kyocera corp.,nyse
l,loews corp.,nyse
lad,lithia motors,nyse
las,lentuo international inc.,nyse
laz,lazard ltd,nyse
lbf,scudder global high,nyse
lcc,us airways group inc. new,nyse
lcm,advent/claymore enhanced growth &,nyse
ldf,latin american discovery fund,nyse
ldk,ldk solar co. ltd,nyse
ldl,lydall,nyse
ldp,cohen & steers limited duration,nyse
ldr,landauer,nyse
lea,lear corp.,nyse
lee,lee enterprises inc.,nyse
leg,leggett & platt inc.,nyse
len,lennar corp.,nyse
len.b,lennar corp.,nyse
leo,dreyfus strategic municipals,nyse
lf,leapfrog enterprises inc,nyse
lfc,china life insurance company limited,nyse
lfl,latam airlines group sa,nyse
lg,laclede group,nyse
lgf,lions gate entertainment corp.,nyse
lgi,lazard global total return and,nyse
lgp,lehigh gas partners lp,nyse
lh,laboratory corporation of america,nyse
lho,lasalle hotel properties,nyse
lho-g,lasalle hotel proper,nyse
lho-h,lasalle hotl 8.375 b,nyse
lho-i,lasalle hotel properties,nyse
lii,lennox international,nyse
lin,lin media llc,nyse
litb,lightinthebox holding co. ltd,nyse
ll,lumber liquidators holdings inc,nyse
lll,l-3 communications holdings,nyse
lly,eli lilly and company,nyse
lm,legg mason,nyse
lmt,lockheed martin corp.,nyse
lnc,lincoln national corp.,nyse
lnc.w,lincoln national corp,nyse
lnd,brasilagro brazi adr,nyse
lnkd,linkedin,nyse
lnn,lindsay corp.,nyse
lnt,alliant energy corp.,nyse
lo,lorillard inc,nyse
lock,lifelock inc.,nyse
lor,lazard world dividend &,nyse
low,lowe's companies,nyse
lpi,laredo petroleum holdings inc,nyse
lpl,lg display co. limited american,nyse
lpr,lone pine resources inc.,nyse
lps,lender processing services inc,nyse
lpx,louisiana-pacific corp.,nyse
lre,lrr energy l.p.,nyse
lrn,k12 inc,nyse
lry,liberty property trust,nyse
lse,caplease funding inc,nyse
lse-a,caplease fndg ser a,nyse
lse-b,caplease inc. 8.375% series b,nyse
lse-c,caplease inc.,nyse
ltc,ltc properties,nyse
ltd,l brands inc,nyse
ltm,life time fitness,nyse
lub,luby's,nyse
luk,leucadia national corp.,nyse
luv,southwest airlines company,nyse
lux,luxottica group s.p.a.,nyse
lvb,steinway musical instruments,nyse
lvlt,level 3 communications,nyse
lvs,las vegas sands,nyse
lxfr,luxfer holdings plc,nyse
lxft,luxoft holding inc.,nyse
lxk,lexmark international,nyse
lxp,lexington realty trust,nyse
lxp-c,lexington realty tru,nyse
lxu,lsb industries inc.,nyse
lyb,lyondellbasell industries nv,nyse
lyg,lloyds banking group plc,nyse
lyg-a,lloyds banking group plc,nyse
lyv,live nation entertainment,nyse
lzb,la-z-boy inc.,nyse
m,macy's inc,nyse
ma,mastercard inc.,nyse
maa,mid-america apartment communities,nyse
mac,macerich company,nyse
main,main street capital corp.,nyse
man,manpower inc,nyse
manu,manchester united ltd.,nyse
mar,marriot international,nyse
mas,masco corp.,nyse
matx,matson inc,nyse
mav,pioneer muni high income advantage trust,nyse
mbi,mbia,nyse
mbt,mobile telesystems,nyse
mca,blackrock muniyield california insured,nyse
mcc,medley capital corp.,nyse
mcd,mcdonald's corp.,nyse
mci,massmutual corporate investors,nyse
mck,mckesson corp.,nyse
mcn,madison/claymore covered call & equity,nyse
mco,moody's corp.,nyse
mcp,molycorp inc,nyse
mcp-a,molycorp inc pfd conv ser a,nyse
mcq,medley capital corporation 7.12,nyse
mcr,mfs charter income trust,nyse
mcs,marcus corp.,nyse
mcv,medley capital corporation,nyse
mcy,mercury general corp.,nyse
md,mednax inc,nyse
mdc,m.d.c. holdings,nyse
mdp,meredith corp.,nyse
mdr,mcdermott international,nyse
mdt,medtronic,nyse
mdu,mdu res group inc,nyse
med,medifast inc,nyse
meg,media general,nyse
mei,methode electronics,nyse
men,blackrock munienhanced fund,nyse
mer-d,merrill lyn 7.0 topr,nyse
mer-e,m l cap tr 7.12,nyse
mer-f,merrill ly cap v7.28,nyse
mer-k,ml 6.45% trust pfd,nyse
mer-m,ml cap tr ii 6.45% p,nyse
mer-p,ml cap tr iii 7.375%,nyse
met,metlife,nyse
met-a,metlife pfd a fltg,nyse
met-b,metlife inc pfd b,nyse
mfa,mfa financial inc,nyse
mfa-b,mfa financial inc,nyse
mfb,maidenform brands,nyse
mfc,manulife financial corp,nyse
mfd,macquarie/first trust global,nyse
mfg,mizuho financial group,nyse
mfl,blackrock muniholdings investment,nyse
mfm,mfs muni income trust,nyse
mfo,mfa financial inc.,nyse
mft,blackrock muniyield investment,nyse
mfv,mfs special value trust,nyse
mg,mistras group inc,nyse
mga,magna international,nyse
mgf,mfs government markets income trust,nyse
mgm,mgm resorts international,nyse
mgr,affiliated managers group inc,nyse
mgu,macquarie global infrastructure total,nyse
mh-a,maiden holdings ltd. 8.25%,nyse
mhd,blackrock muniholdings fund,nyse
mhf,western asset muni high,nyse
mhfi,the mcgraw-hill companies inc.,nyse
mhi,pioneer muni high income trust,nyse
mhk,mohawk industries,nyse
mhn,blackrock muniholdings new york quality,nyse
mhna,maiden holdings north america,nyse
mhnb,maiden holdings north america,nyse
mho,m/i homes,nyse
mho-a,m/i homes sr a pf ds,nyse
mhr,magnum hunter resources corp.,nyse
mhy,western asset managed high,nyse
mic,macquarie infrastructure company trust,nyse
mie,cohen & steers mlp income and,nyse
mig,meadowbrook insurance group,nyse
mil,mfc industrial ltd,nyse
mill,miller petroleum,nyse
min,mfs intermediate income trust,nyse
mit-a,ag mortgage investment trust,nyse
mitt,ag mortgage investment trust,nyse
mixt,mix telematics limited,nyse
miy,blackrock muniyield michigan quality,nyse
mji,blackrock muniyield new jersey quality,nyse
mjn,mead johnson nutrition company,nyse
mkc,mccormick & company inc.,nyse
mkc.v,mccormick & company inc.,nyse
mkl,markel corp.,nyse
mlg,metlife,nyse
mli,mueller industries,nyse
mlm,martin marietta materials,nyse
mlp,maui land & pineapple company,nyse
mlr,miller industries,nyse
mlu,metlife inc.,nyse
mm,millennial media inc.,nyse
mmc,marsh & mclennan companies,nyse
mmd,mainstay defined muni opp fund,nyse
mmm,3m company,nyse
mmp,magellan midstream partners l.p.,nyse
mms,maximus,nyse
mmt,mfs multimarket income trust,nyse
mmu,western asset managed municipals fund,nyse
mn,manning & napier inc.,nyse
mne,blackrock muni new york intermediate,nyse
mni,mcclatchy company,nyse
mnk,mallinckrodt plc ordinary share,nyse
mnp,western asset muni partners fund,nyse
mnr,monmouth real estate investment corp.,nyse
mnr-a,monmouth real estate inv,nyse
mnr-b,monmouth real estate investmen,nyse
mo,altria group,nyse
mod,modine manufacturing company,nyse
modn,model n inc. common stock,nyse
mog.a,moog inc.,nyse
mog.b,moog inc.,nyse
moh,molina healthcare inc,nyse
mon,monsanto company,nyse
mos,mosaic company,nyse
mov,movado group inc.,nyse
mp-d,mississippi pr 5.25,nyse
mpa,blackrock muniyield pennsylvania quality,nyse
mpc,marathon petroleum corporation,nyse
mpg,mpg office trust,nyse
mpg-a,maguire pptys pfd a,nyse
mplx,mplx lp,nyse
mpo,midstates petroleum company i,nyse
mpr,met-pro corp.,nyse
mpv,massmutual participation investors,nyse
mpw,medical properties trust,nyse
mpx,marine products corp.,nyse
mqt,blackrock muniyield quality fund ii,nyse
mqy,blackrock muniyield quality fund,nyse
mr,mindray medical international limited,nyse
mrc,mrc global inc.,nyse
mrf,american,nyse
mrh,montpelier re holdings ltd,nyse
mrh-a,montpelier re holdings ltd,nyse
mrin,marin sotfware incorporated,nyse
mrk,merck & company,nyse
mro,marathon oil corp.,nyse
ms,morgan stanley,nyse
ms-a,morgan stanley prfd 'a',nyse
msa,mine safety appliances company,nyse
msb,mesabi trust,nyse
msca,main street capital corporatio,nyse
msci,msci inc,nyse
msd,morgan stanley emerging markets debt,nyse
msf,morgan stanley emerging markets fund inc,nyse
msi,motorola solutions,nyse
msj,morgan stanley cap trust vi cap,nyse
msk,morgan stanley cap tr viii gdt cap,nyse
msm,msc industrial direct company,nyse
mso,martha stewart living omnimedia,nyse
msp,madison strategic sector premium fund,nyse
msz,morgan stanley capital trust vii cap,nyse
mt,arcelormittal,nyse
mtb,m&t bank corp.,nyse
mtb-a,m&t cap tr pfd,nyse
mtb-c,m&t bank corporation fixed rate,nyse
mtb.p,m&t bank corporation fixed rate,nyse
mtb.w,m&t bank corporation warrants,nyse
mtcn,arcelormittal,nyse
mtd,mettler-toledo international,nyse
mtdr,matador resources company,nyse
mtg,mgic investment corp.,nyse
mth,meritage corp.,nyse
mtl,mechel steel group oao,nyse
mtl.p,mechel steel group oao american,nyse
mtn,vail resorts,nyse
mtor,arvinmeritor,nyse
mtr,mesa royalty trust,nyse
mtrn,brush wellman inc,nyse
mts,montgomery street income securities,nyse
mtt,western asset muni defined opportunity,nyse
mtu,mitsubishi ufj financial group inc,nyse
mtw,manitowoc company,nyse
mtx,minerals technologies inc.,nyse
mtz,mastec,nyse
mua,blackrock muniassets fund,nyse
muc,blackrock muniholdings california,nyse
mue,blackrock muniholdings quality fund ii,nyse
muh,blackrock muniholdings fund ii,nyse
mui,blackrock muni intermediate duration,nyse
muj,blackrock muniholdings new jersey,nyse
mur,murphy oil corp.,nyse
mus,blackrock muniholdings quality fund,nyse
mux,mcewen mining inc,nyse
mvc,mvc capital,nyse
mvcb,mvc capital inc.,nyse
mvo,mv oil trust,nyse
mvt,blackrock munivest fund ii,nyse
mw,men's wearhouse,nyse
mwa,mueller water products,nyse
mwe,markwest energy partners lp,nyse
mwg,morgan stanley cap tr iv gtd cap secs,nyse
mwo,morgan stanley cap tr v gtd cap secs,nyse
mwr,morgan stanley cap tr iii capital trust,nyse
mwv,meadwestvaco corp.,nyse
mww,monster worldwide,nyse
mx,magnachip semiconductor corp.,nyse
mxe,mexico equity and,nyse
mxf,mexico fund,nyse
mxl,maxlinear inc,nyse
mxt,maxcom telecomunicaciones sab de cv,nyse
my,china ming yang wind power group limited,nyse
myc,blackrock muniyield california fund,nyse
myd,blackrock muniyield fund,nyse
mye,myers industries,nyse
myf,blackrock muniyield investment fund,nyse
myi,blackrock muniyield quality fund iii,nyse
myj,blackrock muniyield new jersey fund,nyse
mym,blackrock muniyield michigan quality,nyse
myn,blackrock muniyield new york quality,nyse
mzf,managed duration investment grade fund,nyse
n,netsuite inc,nyse
nac,nuveen california divadv fund,nyse
nad,nuveen divadv fund,nyse
nad-c,nuveen div advantage muni fd,nyse
nai,agic international & premium strategy,nyse
nan,nuveen new york divadv fund,nyse
nan-c,nuveen ny div advantage muni f,nyse
nan-d,nuveen new york dividend advan,nyse
nat,nordic american tanker shipping limited,nyse
nav,navistar international corp.,nyse
naz,nuveen arizona premium fund,nyse
naz-d,nuveen arizona premium income,nyse
nbb,nuveen build america bond fund,nyse
nbd,nuveen build america bond opportunity,nyse
nbg,national bank of greece sa,nyse
nbg-a,natl bk of gr pfd ad,nyse
nbhc,national bank holdings corp.,nyse
nbl,noble energy inc.,nyse
nbr,nabors industries,nyse
nc,nacco industries,nyse
nca,nuveen california muni value fund,nyse
nci,navigant consulting,nyse
nco,nuveen california muni market,nyse
ncp,nuveen california performance plus fund,nyse
ncr,ncr corp.,nyse
ncs,nci building systems,nyse
nct,newcastle investment corp.,nyse
nct-b,newcastle inv pfd b,nyse
nct-c,newcastle investment corporatio,nyse
nct-d,newcastle invt corp,nyse
ncu-c,nuveen california premium inco,nyse
ncv,agic convertible &,nyse
ncz,agic convertible & ii,nyse
ndp,tortoise energy independence f,nyse
ndro,enduro royalty trust,nyse
ndz,nordion inc.,nyse
ne,noble corp.,nyse
nea-c,nuveen insd tax-free,nyse
ned,noah education holdings ltd,nyse
nee,nextera energy,nyse
nee-c,fpl group inc. 5 7/8% preferre,nyse
nee-f,fpl group inc. fpl group capit,nyse
nee-g,nextera energy capital holding,nyse
nee-h,nextera energy capital holding,nyse
nee-i,nextera energy capital holding,nyse
nee-j,nextera energy capital holding,nyse
nee-o,nextera energy inc.,nyse
nem,newmont mining corp.,nyse
nes,nuverra environmental solutions inc.,nyse
neu,newmarket corp.,nyse
nev,nuveen enhanced muni value fund,nyse
nfg,national fuel gas company,nyse
nfj,nfj dividend interest & premium strategy,nyse
nfx,newfield exploration company,nyse
ngg,national grid transco plc,nyse
ngl,ngl energy partners lp,nyse
ngls,targa resources partners lp,nyse
ngs,natural gas services group,nyse
ngvc,natural grocers by vitamin cottage inc,nyse
ngx-c,nuveen insured massachusetts t,nyse
ngz,agic global equity & convertible,nyse
nhf,nexpoint credit strategies fund,nyse
nhi,national health investors,nyse
ni,nisource inc,nyse
nid,nuveen intermediate duration m,nyse
nie,agic equity & convertible,nyse
nim,nuveen maturities fund,nyse
nio,nuveen insured muni opportunity fund,nyse
niq,nuveen intermediate duration q,nyse
nj,nidec corporation,nyse
njr,newjersey resources corp.,nyse
nka,niska gas storage partners llc,nyse
nke,nike,nyse
nkg-c,nuveen georgia div adv mun fd,nyse
nkg-d,nuveen ga div advantage muni f,nyse
nl,nl industries,nyse
nls,nautilus group,nyse
nlsn,nielsen holdings n.v.,nyse
nly,annaly capital management inc,nyse
nly-a,annaly capital manag,nyse
nly-c,annaly capital management inc,nyse
nly-d,annaly capital management inc,nyse
nm,navios maritime holdings inc.,nyse
nma,nuveen muni advantage fund,nyse
nmfc,new mountain finance corporati,nyse
nmi,nuveen muni,nyse
nmk-b,niagara mohawk holdings inc. p,nyse
nmk-c,niagara mohawk 3.60,nyse
nmm,navios maritime partners lp,nyse
nmo,nuveen muni market opportunity fund,nyse
nmr,nomura holdings inc adr,nyse
nmt,nuveen massachusetts premium fund,nyse
nmt-c,nuveen mass prem inc,nyse
nmt-d,nuveen massachusetts premium in,nyse
nmy,nuveen maryland premium fund,nyse
nmy-c,nuveen maryland premium income,nyse
nmy-d,nuveen maryland premium income,nyse
nmy-e,nuveen maryland premium income,nyse
nmy-f,nuveen maryland premium income,nyse
nmy-g,nuveen maryland premium income,nyse
nmy-h,nuveen maryland premium income,nyse
nna,navios maritime acquisition corp.,nyse
nnc,nuveen north carolina premium fund,nyse
nnc-c,nuveen nc prem inc,nyse
nnc-d,nuveen north carolina premium,nyse
nnc-e,nuveen nc premium income muni,nyse
nnc-f,nuveen nc premium income muni,nyse
nnc-g,nuveen north carolina premium,nyse
nni,nelnet,nyse
nnj,nuveen new jersey premium fund,nyse
nnn,national retail properties,nyse
nnn-d,national retail properties in,nyse
nnn-e,national retail properties depo,nyse
nnp,nuveen new york performance plus fund,nyse
nny,nuveen new york muni value fund,nyse
noa,north american energy partners,nyse
noah,noah holdings ltd,nyse
noc,northrop grumman corp.,nyse
nok,nokia corp.,nyse
nom-c,nuveen missouri premium income,nyse
nor,noranda aluminum holding corp.,nyse
nov,national-oilwell,nyse
now,servicenow inc.,nyse
np,neenah paper,nyse
npd,china nepstar chain drugstore ltd,nyse
npf,nuveen premier muni,nyse
npi,nuveen premium fund,nyse
npk,national presto industries,nyse
npm,nuveen premium fund ii,nyse
npo,enpro industries,nyse
npp,nuveen performance plus fund,nyse
npt,nuveen premium fund iv,nyse
nptn,neophotonics corp.,nyse
npv,nuveen virginia premium fund,nyse
npv-a,nuveen virginia premium income,nyse
npv-c,nuveen virginia premium income,nyse
npv-d,nuveen virginia premium income,nyse
npv-e,nuveen virginia premium income,nyse
npy,nuveen pennsylvania premium fund ii,nyse
nq,netqin mobile inc.,nyse
nqc,nuveen california investment,nyse
nqi,nuveen insured quality fund,nyse
nqj,nuveen new jersey investment,nyse
nqm,nuveen investment quality fund,nyse
nqp,nuveen pennsylvania investment,nyse
nqs,nuveen quality fund,nyse
nqu,nuveen quality,nyse
nr,newpark resources,nyse
nrf,northstar realty finance,nyse
nrf-a,northstar realty pfd,nyse
nrf-b,northstar rlty ser b,nyse
nrf-c,northstar realty finance corp.,nyse
nrf-d,northstar realty finance corp.,nyse
nrg,nrg energy,nyse
nrgm,inergy midstream l.p.,nyse
nrgy,inergy l.p.,nyse
nrk-c,nuveen insured new york tax-fre,nyse
nrp,natural resource partners lp,nyse
nrt,north european oil royality trust,nyse
nrz,new residential investment corp,nyse
ns,nustar energy l.p.,nyse
nsc,norfolk souther corp.,nyse
nsh,nustar gp holdings llc,nyse
nsl,nuveen senior,nyse
nslp,new source energy partners l.p,nyse
nsm,nationstar mortgage holdngs i,nyse
nsp,insperity inc,nyse
nsr,neustar,nyse
nss,nustar logistics l.p.,nyse
ntc,nuveen connecticut premium fund,nyse
ntc-c,nuveen conn prem inc,nyse
ntc-d,nuveen connecticut premium inc,nyse
ntc-e,nuveen connecticut premium inc,nyse
ntc-f,nuveen ct premium income muni,nyse
ntc-g,nuveen ct premium income muni,nyse
nte,nam tai electronics,nyse
ntg,tortoise mlp fund,nyse
nti,northern tier energy lp,nyse
ntl,nortel inversora sa adr,nyse
ntt,nippon telegraph and telephone corp.,nyse
ntx,nuveen texas quality,nyse
ntx-c,nuveen texas quality income mu,nyse
ntz,natuzzi s.p.a.,nyse
nu,northeast utilities,nyse
nuc,nuveen california quality,nyse
nue,nucor corp.,nyse
nuj-c,nuveen new jersey dividend adv,nyse
num,nuveen michigan quality,nyse
nuo,nuveen ohio quality,nyse
nuo-c,nuveen ohio quality income muni,nyse
nus,nu skin enterprises,nyse
nuv,nuveen muni value fund,nyse
nuw,nuveen muni value fund,nyse
nvc,nuveen california quality fund,nyse
nve,nv energy inc,nyse
nvg-c,nuveen insd divid ad,nyse
nvo,novo nordisk a/s,nyse
nvr,nvr,nyse
nvs,novartis ag,nyse
nvx-a,nuveen california dividend adva,nyse
nvx-c,nuveen california dividend adv,nyse
nvy-c,nuveen pennsylvania dividend a,nyse
nw-c,natl wstmst ads 19c3,nyse
nwe,northwestern corp.,nyse
nwl,newell rubbermaid inc.,nyse
nwn,northwest natural gas company,nyse
nwy,new york & company,nyse
nx,quanex building products corp.,nyse
nxc,nuveen california tax-free income,nyse
nxj-a,nuveen new jersey dividend adva,nyse
nxk-c,nuveen new york dividend advant,nyse
nxm-c,nuveen pennsylvania dividend a,nyse
nxn,nuveen insured new york tax-free,nyse
nxp,nuveen tax free income portfolio,nyse
nxq,nuveen tax free income portfolio ii,nyse
nxr,nuveen tax free income portfolio iii,nyse
nycb,new york community bancorp,nyse
nyld,nrg yield inc.,nyse
nyt,new york times company,nyse
nyx,nyse euronext,nyse
nzf-c,nuveen dividend advantage muni,nyse
nzh-a,nuveen california dividend adva,nyse
nzh-b,nuveen california dividend adv,nyse
nzh-c,nuveen ca div advantage muni f,nyse
o,realty income corp.,nyse
o-e,realty income pfd e,nyse
o-f,realty income corporation,nyse
oak,oaktree capital group llc,nyse
oaks,five oaks investment corp,nyse
oas,oasis petroleum inc.,nyse
ob,onebeacon insurance group,nyse
oc,owens corning inc,nyse
oc.b,owens corning,nyse
ocn,ocwen financial corp.,nyse
ocr,omnicare,nyse
ocr-a,omnicare cap tr 1,nyse
ocr-b,omnicare cap tr ii,nyse
odc,oil-dri corporation of america,nyse
odp,office depot,nyse
oeh,orient-express hotels,nyse
ofc,corporate office properties,nyse
ofc-h,corp off pptys pfd h,nyse
ofc-l,corp office properties trust,nyse
ofg,oriental financial group,nyse
ofg-a,oriental fin mips a,nyse
ofg-b,oriental finl pfd b,nyse
ofg-d,oriental financial group inc.,nyse
oge,oge energy corp.,nyse
ohi,omega healthcare investors,nyse
oi,owens-illinois,nyse
oia,invesco muni income trust,nyse
oib.c,oi sa,nyse
oibr,oi s.a. ads,nyse
oii,oceaneering international,nyse
oilt,oiltanking partners l.p.,nyse
ois,oil states international,nyse
oke,oneok,nyse
oks,oneok partners l.p.,nyse
oln,olin corp.,nyse
olp,one liberty properties,nyse
omc,omnicom group inc.,nyse
ome,omega protein corp.,nyse
omg,om group,nyse
omi,owens & minor,nyse
omn,omnova solutions inc.,nyse
omx,officemax inc.,nyse
onb,old national bancorp capital,nyse
one,higher one holdings,nyse
opk,opko health inc,nyse
opy,oppenheimer holdings,nyse
ora,ormat technologies,nyse
oran,orange ads,nyse
orb,orbital sciences corp.,nyse
orcl,oracle corp.,nyse
ori,old republic international corp.,nyse
orn,orion marine group inc,nyse
osk,oshkosh truck corp.,nyse
oww,orbitz worldwide,nyse
oxf,oxford resource partners lp,nyse
oxm,oxford industries,nyse
oxy,occidental petroleum corp.,nyse
ozm,och-ziff capital management,nyse
p,pandora media inc.,nyse
paa,plains all american pipeline l.p.,nyse
pac,grupo aeroportuario del pacifico,nyse
pacd,pacific drilling s.a.,nyse
pag,penske automotive group,nyse
pai,pacific american income shares,nyse
pam,pampa energia s.a.,nyse
panw,palo alto networks inc.,nyse
par,par technology corp.,nyse
pay,verifone systems,nyse
pb,prosperity bancshares,nyse
pba,pembina pipeline cor,nyse
pbf,pbf energy inc.,nyse
pbh,prestige brand holdings,nyse
pbi,pitney bowes inc,nyse
pbi-a,pitney bowes inc.,nyse
pbi-b,pitney bowes inc .6.70% notes,nyse
pbny,provident new york bancorp,nyse
pbr,petroleo brasileiro s.a.- petrobras,nyse
pbr.a,petroleo brasileiro s.a.- petrobras,nyse
pbt,permian basin royalty trust,nyse
pby,pep boys-manny moe & jack,nyse
pbyi,puma biotechnology,nyse
pcf,putnam high income bond fund,nyse
pcg,pacific gas & electric co.,nyse
pci,pimco dynamic credit income fun,nyse
pck,pimco california muni ii,nyse
